col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20
401,786,400,72,708,808,985,899,894,452,92,215,869,783,895,974,103,703,191,867
60,263,911,633,847,439,572,951,558,185,370,516,207,60,281,312,966,668,852,206
448,424,559,457,140,623,536,671,721,251,393,612,484,220,943,143,606,820,624,444
268,93,849,859,874,934,611,510,618,443,159,364,970,289,767,907,458,626,686,135
786,87,975,847,115,302,536,866,289,222,687,911,129,586,484,984,143,32,885,702
117,686,94,589,267,482,459,271,126,204,760,92,345,927,698,751,112,72,555,583
32,65,647,458,102,279,662,515,394,998,297,671,459,780,566,673,886,121,808,690
896,613,659,626,433,887,565,484,766,750,478,872,43,514,350,906,405,428,944,787
424,10,532,731,912,472,596,652,134,105,17,897,284,771,264,441,867,679,329,550
798,951,155,717,69,126,240,575,737,807,439,967,250,482,23,829,705,617,367,410
265,855,814,96,289,18,886,470,211,831,164,363,788,350,104,548,797,824,457,700
118,961,835,47,993,43,349,850,439,225,789,988,52,36,997,385,544,926,580,84
577,647,742,670,297,980,149,342,397,323,595,482,675,806,30,10,257,463,262,452
636,874,615,862,718,535,604,671,234,555,980,412,515,179,826,262,259,486,177,602
106,527,599,474,572,26,482,465,869,128,928,694,425,831,327,136,358,288,38,102
827,61,524,747,389,714,585,321,924,564,536,675,176,726,910,619,847,377,468,337
918,410,939,149,948,671,360,761,814,281,444,650,637,515,325,224,779,972,556,19
806,795,65,946,612,633,170,992,155,505,232,33,37,147,941,781,699,990,213,178
648,266,434,180,299,304,929,478,48,301,877,471,84,386,805,690,481,547,825,277
933,799,355,790,253,917,323,592,605,685,740,942,66,568,189,309,702,159,372,130
268,636,526,499,573,77,370,946,530,783,95,364,192,444,688,226,656,619,784,744
782,452,577,841,536,390,15,390,588,958,802,63,40,505,763,773,480,854,862,126
619,389,880,843,174,752,890,764,259,883,87,647,975,528,39,707,466,520,455,647
739,473,127,51,591,603,482,404,320,37,973,88,735,151,221,73,672,134,888,182
472,977,693,392,566,399,433,377,267,879,756,920,454,973,687,136,73,375,150,96
482,176,83,809,719,135,230,783,118,706,390,302,525,757,150,136,969,970,916,827
512,646,815,479,515,41,405,995,610,207,488,156,855,562,905,14,430,71,808,371
543,942,570,506,415,82,604,916,455,678,7,371,227,298,127,812,992,170,411,788
381,850,220,979,42,310,830,92,464,223,835,602,364,638,117,596,487,250,677,747
579,936,158,662,250,742,836,795,842,619,88,547,589,315,820,969,872,207,788,696
666,581,302,211,547,282,425,168,22,215,301,798,690,851,895,613,951,693,478,830
501,223,576,225,479,106,152,797,895,44,834,272,793,445,142,294,337,6,798,539
278,708,633,120,307,66,910,360,3,655,533,198,282,976,597,498,750,329,84,511
48,116,521,627,769,332,216,65,103,491,471,490,401,566,629,272,364,711,606,14
599,776,97,774,72,829,200,513,609,620,326,245,784,461,102,97,496,85,597,549
618,700,258,693,183,321,130,36,542,138,695,120,554,841,879,12,233,936,528,727
461,744,768,518,184,904,476,774,422,843,415,336,490,497,981,343,143,527,338,678
736,278,109,91,345,301,992,572,26,137,640,8,449,864,400,52,220,957,235,74
606,469,958,722,933,772,462,515,251,975,415,901,720,120,730,540,264,905,809,179
651,860,449,669,677,606,896,768,882,20,485,798,471,16,902,999,677,532,286,253
219,554,151,76,186,566,130,322,117,631,428,760,223,474,80,98,848,74,497,317
413,554,720,455,671,467,131,544,206,123,943,674,360,748,498,469,732,775,763,610
704,840,724,179,508,634,757,802,436,533,442,504,158,447,286,572,344,906,69,580
897,51,191,952,398,982,491,811,716,931,431,798,491,501,677,763,138,974,840,537
7,477,433,778,653,843,213,497,476,153,926,738,511,263,891,398,658,770,924,634
10,297,336,5,1,592,62,77,545,463,657,826,448,951,230,70,26,477,956,669
66,252,180,948,873,532,360,458,287,699,103,885,126,675,822,631,846,177,104,788
152,672,583,483,586,286,6,644,554,815,508,696,368,870,870,763,724,49,75,332
661,206,790,759,684,390,779,331,387,477,322,102,622,220,879,139,495,123,126,511
192,206,926,426,512,438,701,974,215,327,755,179,353,964,773,606,202,586,375,571
78,828,69,691,806,741,442,315,285,229,229,739,937,900,987,869,435,385,173,721
229,282,756,475,338,534,839,410,444,66,653,747,441,374,797,230,563,126,157,724
726,505,533,91,212,158,765,933,98,501,409,420,576,787,557,243,310,232,594,199
373,363,481,806,9,232,80,993,671,951,689,471,381,42,366,134,423,246,92,646
805,948,532,467,628,830,393,594,789,179,9,392,395,182,33,575,185,540,645,566
96,52,758,440,714,356,903,993,301,253,594,561,129,717,35,499,817,685,763,683
160,623,671,314,879,20,232,612,803,340,714,820,539,240,840,787,73,229,282,511
215,379,226,501,494,514,171,986,122,305,795,832,531,818,74,545,714,916,169,877
967,361,521,873,27,329,307,814,522,656,382,880,605,160,329,471,219,866,193,946
79,543,823,833,299,954,231,164,732,456,458,64,437,421,42,507,396,832,58,266
991,878,358,105,506,342,670,383,176,426,501,601,269,578,970,475,362,392,11,774
865,733,301,220,269,428,728,391,137,911,500,473,367,296,290,669,782,560,870,405
327,539,676,856,809,660,765,984,484,566,636,235,959,219,508,152,847,415,675,313
454,996,635,707,941,605,878,413,897,50,854,256,820,497,758,695,91,779,588,113
195,940,772,213,672,597,350,288,283,402,45,253,295,343,117,675,314,784,480,167
526,464,457,853,664,850,922,470,397,795,6,154,373,180,475,944,929,190,335,275
502,789,893,228,166,428,1,686,100,413,744,924,271,53,276,279,791,727,166,135
897,346,272,585,33,812,713,435,997,844,323,394,421,801,920,392,778,662,828,920
797,838,125,543,33,87,126,62,562,721,760,390,316,476,843,686,753,412,119,346
571,98,779,573,28,762,614,668,944,583,649,648,447,14,438,6,221,302,537,83
283,206,295,273,272,447,195,100,436,660,900,675,897,760,603,168,715,182,93,180
258,460,776,453,811,482,379,736,259,943,639,111,846,495,724,268,800,761,190,952
987,930,36,144,807,532,425,83,638,87,718,818,901,735,632,428,711,146,723,579
395,637,14,762,720,745,458,525,230,798,138,614,748,636,491,385,666,409,131,239
559,784,533,588,601,35,490,99,994,843,483,705,637,573,121,64,9,993,860,892
352,138,692,92,763,234,192,381,907,802,799,615,924,872,46,60,99,994,617,204
839,839,394,413,417,988,810,270,827,369,511,144,712,237,435,345,693,859,410,548
449,950,487,819,748,421,294,222,296,533,434,746,768,567,900,179,710,213,2,601
875,635,109,548,460,946,830,979,486,608,6,979,445,590,532,61,352,428,435,583
983,12,987,601,815,995,306,477,374,179,521,903,30,633,23,311,415,36,3,631
991,967,750,655,362,532,727,68,885,343,492,156,90,829,584,361,674,85,269,586
379,169,947,530,316,761,866,881,299,174,20,571,553,777,989,467,262,402,964,581
414,938,617,273,650,761,727,558,764,849,5,640,754,258,933,995,859,11,588,326
888,230,820,553,437,587,274,839,462,515,816,451,52,105,694,744,668,732,671,66
97,965,366,417,576,133,388,425,161,464,507,391,311,956,169,412,272,264,223,694
876,495,290,3,335,444,395,425,397,405,619,545,959,402,92,406,150,679,285,704
853,293,248,524,276,251,779,527,9,850,743,588,586,900,836,0,494,501,140,761
259,503,519,160,187,664,268,705,804,249,765,665,703,967,629,344,281,865,274,706
417,465,753,310,402,699,990,694,873,687,182,211,784,56,404,190,111,43,18,771
298,959,545,798,966,406,857,639,182,134,526,941,348,103,69,784,618,837,51,279
386,734,866,890,989,593,793,420,149,469,432,422,982,955,367,301,825,952,274,664
335,24,60,698,461,622,727,906,502,482,898,182,589,516,814,390,111,658,348,53
111,445,973,997,468,553,53,987,55,149,670,69,602,666,893,216,461,207,936,528
792,808,612,961,521,500,690,587,361,229,905,667,261,576,753,556,275,330,292,203
398,746,109,959,122,293,624,349,307,999,271,205,654,346,92,650,983,713,309,906
652,38,741,881,485,519,266,818,945,371,78,546,628,657,733,942,22,330,891,193
286,335,549,288,194,537,273,808,954,306,667,383,548,546,405,998,840,941,156,759
578,737,77,83,370,859,530,829,625,700,311,305,864,712,527,209,163,14,700,735
376,679,572,879,476,897,715,112,338,82,703,760,359,689,989,693,205,853,904,67
113,539,895,270,30,87,932,695,494,858,383,70,458,374,413,674,168,864,156,744
864,147,373,652,122,452,623,33,823,232,391,75,973,334,634,806,642,778,188,555
769,976,334,758,76,279,871,507,407,651,291,856,497,231,115,126,328,563,372,342
705,514,606,113,333,171,295,464,242,15,301,192,935,35,959,985,717,345,540,965
966,127,799,298,469,50,692,711,242,482,246,344,686,778,993,163,266,231,703,319
362,735,773,764,786,764,731,990,804,244,553,6,233,169,581,485,226,863,935,348
941,380,319,78,206,656,856,171,409,54,514,540,156,873,872,882,751,987,218,163
768,807,860,547,34,686,347,358,305,276,392,410,317,25,305,61,874,923,323,350
513,217,387,468,524,2,815,65,606,745,317,451,622,284,624,332,591,140,688,765
642,883,126,144,91,939,575,103,12,761,875,365,164,249,660,617,198,440,904,337
473,544,505,361,444,761,550,611,885,52,86,401,213,61,500,274,775,107,468,668
157,71,991,531,565,482,761,592,870,673,961,216,498,404,296,313,531,663,503,864
999,831,707,778,875,757,538,53,996,541,252,693,295,442,359,506,986,983,303,17
370,78,188,510,244,404,707,701,40,51,376,803,532,586,60,680,334,793,648,974
67,899,76,245,77,606,879,238,265,740,605,806,928,806,500,921,646,675,360,589
663,782,263,141,129,947,884,254,457,723,532,271,707,253,679,30,780,861,262,933
862,116,490,677,847,159,56,99,312,726,101,915,138,456,837,744,271,654,455,886
390,71,29,696,857,210,134,962,618,705,24,496,568,819,191,47,718,165,368,538
417,867,276,926,57,550,255,817,215,156,652,102,336,661,69,647,484,781,97,853
378,417,289,999,172,664,364,104,437,664,675,353,643,910,272,893,979,499,628,245
20,684,776,56,444,288,687,542,43,549,16,582,245,707,817,575,139,939,534,999
775,108,141,775,65,271,819,271,729,722,914,778,704,882,817,338,242,658,57,737
583,901,76,632,448,291,2,557,66,219,310,155,692,110,672,930,572,427,792,364
442,234,749,421,225,233,795,270,595,286,87,579,121,923,554,333,307,41,485,728
566,895,215,319,590,76,452,914,188,542,761,635,7,268,775,893,54,275,430,374
327,969,646,598,287,169,26,341,130,619,742,254,475,656,673,368,603,621,153,305
793,400,51,879,249,394,704,662,370,886,494,522,944,761,936,128,517,436,706,3
890,263,899,71,842,719,323,818,373,176,851,975,825,14,916,834,773,47,681,60
965,826,426,528,684,9,722,663,557,126,311,58,955,383,614,105,750,599,608,689
197,634,406,931,666,890,56,557,902,427,34,605,944,117,920,521,762,837,875,717
605,14,869,78,460,731,531,331,417,656,158,964,476,493,592,246,906,772,117,683
94,506,690,730,204,640,347,859,652,436,909,600,931,272,491,571,53,29,948,540
450,948,226,691,852,831,822,777,513,97,142,227,417,118,883,273,787,148,582,205
286,533,818,297,523,986,332,748,496,822,989,979,789,64,339,480,830,944,978,841
429,974,939,364,802,561,200,145,327,88,377,623,673,761,297,277,925,226,265,393
576,996,717,451,534,527,165,210,767,505,738,953,441,273,303,553,24,387,879,741
293,558,323,814,684,508,178,608,629,784,236,860,804,204,989,876,947,357,133,828
914,731,159,412,72,930,665,84,882,373,682,586,199,936,545,495,232,569,0,679
261,769,432,337,590,260,600,74,321,809,480,666,33,531,601,943,341,317,340,948
71,332,437,311,772,989,395,918,288,258,89,535,228,347,465,794,730,746,703,620
923,870,428,573,640,406,52,358,298,175,867,257,281,393,662,216,632,577,963,555
68,974,30,801,66,378,106,203,975,274,529,510,467,36,296,72,358,101,598,339
607,832,613,451,895,444,759,803,170,555,841,691,10,565,692,733,789,824,615,364
157,480,736,417,848,289,131,375,821,701,831,555,409,522,226,331,269,733,887,512
770,682,827,274,709,517,98,895,134,55,520,496,814,387,427,122,668,349,393,904
616,579,565,306,387,572,932,927,934,379,953,959,635,275,546,870,837,987,319,686
963,979,847,206,683,635,152,966,741,416,834,461,292,5,273,63,314,548,231,79
246,54,541,167,77,793,402,89,508,108,850,137,229,410,617,464,437,273,805,979
41,508,167,561,430,572,252,8,267,402,128,648,614,643,967,545,712,538,12,80
398,828,305,784,218,810,222,570,860,915,37,181,318,667,888,707,263,204,4,439
445,97,385,455,708,340,431,342,853,8,520,840,338,600,51,678,773,644,194,844
669,815,895,364,654,971,663,572,29,960,740,439,173,776,577,896,267,94,934,362
884,112,899,235,691,690,172,38,206,384,775,189,91,608,669,650,19,222,179,934
328,178,640,209,294,476,717,387,688,190,929,501,660,291,551,392,683,537,458,365
546,732,697,144,309,288,329,144,300,604,590,720,416,45,120,503,356,359,334,622
71,672,560,238,330,563,815,682,601,676,489,649,772,783,209,858,367,876,968,653
26,140,993,989,370,504,976,437,561,823,935,139,405,161,775,763,974,109,117,354
664,874,1,164,690,690,301,804,689,118,809,65,296,621,556,112,73,907,278,846
299,819,793,870,758,561,840,996,975,229,78,24,511,691,405,0,124,982,302,635
262,692,233,962,385,884,759,955,195,566,866,608,141,424,516,868,957,899,331,362
519,582,832,488,806,701,951,969,678,235,115,316,195,303,10,345,810,278,445,21
825,826,78,789,598,252,667,984,771,203,455,895,449,608,380,975,153,466,657,458
469,449,56,823,48,781,802,994,0,945,83,110,947,324,733,906,70,493,721,410
164,921,221,677,169,224,56,703,138,351,81,505,9,159,794,999,788,37,133,82
285,572,236,667,485,672,742,713,513,61,424,85,458,791,838,518,4,533,669,393
86,735,55,144,971,30,263,289,933,712,475,767,320,453,929,452,936,679,583,106
605,125,869,65,61,641,146,137,175,419,320,237,395,373,242,715,181,991,641,93
689,255,226,454,404,853,605,576,457,598,873,502,14,632,802,251,798,386,402,996
445,707,390,468,363,62,871,70,665,384,815,794,171,533,966,266,451,579,256,670
290,677,867,925,191,50,854,748,402,685,740,578,655,941,900,872,94,924,540,561
15,817,697,736,191,299,890,491,873,791,127,131,686,552,797,390,782,941,569,34
895,547,279,743,793,90,864,119,557,951,395,823,514,671,875,228,841,706,451,791
579,501,908,23,294,634,68,751,614,690,425,226,36,33,143,292,687,515,370,54
512,733,716,578,453,796,464,721,932,705,487,806,950,471,156,344,390,493,197,53
378,203,687,233,471,101,806,645,295,74,934,998,600,703,484,401,607,664,761,585
849,947,778,117,583,82,716,265,666,194,401,950,300,971,460,299,440,290,97,883
623,209,534,884,261,514,169,297,255,150,703,9,813,244,668,74,782,164,789,262
204,176,475,466,948,307,343,610,378,350,513,887,417,370,604,136,245,395,133,285
485,966,678,369,468,345,602,294,968,985,669,665,118,181,835,301,940,444,787,610
28,714,406,285,213,519,303,275,840,89,890,714,68,851,24,999,336,436,328,726
709,824,250,71,782,889,913,811,299,578,353,215,286,148,58,441,718,96,498,180
977,899,459,937,104,432,901,251,161,219,848,324,757,636,825,881,435,673,543,194
813,495,888,269,128,827,405,60,483,248,409,830,340,671,231,112,231,610,631,109
619,610,593,246,257,888,774,620,72,944,72,966,23,318,99,689,100,323,172,312
864,518,318,371,751,347,784,796,950,26,532,165,580,910,534,441,456,328,395,167
322,214,912,676,356,1,696,456,45,318,526,639,615,570,238,229,210,672,29,695
856,841,535,297,742,757,895,223,506,880,603,938,451,480,749,451,205,226,690,431
186,999,90,530,480,439,975,428,527,27,188,989,886,235,542,131,17,399,568,466
702,809,320,606,435,190,455,554,958,413,44,679,761,873,943,148,980,186,230,335
287,139,943,654,891,797,912,355,424,220,588,485,399,500,4,670,341,502,798,636
690,344,147,371,266,990,48,968,71,485,583,485,14,659,881,885,655,246,672,959
132,667,971,5,35,521,24,636,656,353,945,946,833,221,935,825,79,963,957,336
864,469,594,737,283,731,983,349,514,930,361,141,146,948,330,994,538,720,261,583
132,411,808,516,60,674,315,645,202,606,52,444,449,351,963,834,99,753,854,986
742,754,93,547,526,102,83,454,763,651,950,271,949,104,175,447,1,527,401,518
76,618,773,499,85,96,749,836,421,178,229,668,204,422,925,928,323,38,220,795
604,314,925,86,213,778,101,296,479,464,366,300,907,539,33,185,427,21,769,488
538,942,860,779,995,776,975,867,415,567,28,76,163,14,386,332,4,816,121,311
682,996,133,866,979,423,130,97,590,904,890,5,103,11,759,936,558,8,396,784
824,626,970,226,638,236,938,915,916,605,944,972,437,907,71,742,452,829,241,849
952,808,920,630,149,546,819,650,443,392,769,107,595,467,791,154,395,547,689,39
6,25,774,857,749,147,434,556,550,661,624,884,528,511,936,713,985,929,946,500
549,999,435,254,590,456,806,354,834,62,707,632,246,891,826,106,189,828,514,954
0,224,874,301,33,50,358,27,789,839,496,534,635,722,319,917,733,807,133,266
101,899,52,369,242,621,958,730,293,425,336,17,420,631,239,705,302,667,162,159
124,488,472,724,564,890,163,909,65,755,428,877,233,774,706,142,604,325,630,494
417,876,451,275,396,249,771,983,95,837,798,952,830,929,920,189,910,700,53,98
393,820,61,83,275,264,218,25,767,609,447,61,870,180,741,391,283,998,719,398
398,204,318,209,394,880,785,521,653,853,413,18,857,952,798,504,2,334,846,312
32,207,109,653,93,338,57,364,779,318,477,536,310,104,575,612,295,499,482,81
956,320,799,985,694,794,377,407,739,359,701,511,587,589,198,993,952,487,136,359
958,368,721,804,406,293,43,618,719,81,270,652,612,664,681,164,487,258,71,719
811,248,259,761,999,707,579,771,315,93,259,618,773,610,406,528,834,112,186,868
463,558,34,475,46,471,828,676,119,905,913,346,990,303,307,381,83,439,492,660
578,826,784,251,648,740,512,95,394,866,789,616,359,406,875,740,232,368,623,49
536,919,684,489,115,920,163,111,336,569,230,450,258,137,451,727,997,315,311,94
238,902,250,452,530,1,343,245,19,195,417,213,58,804,68,877,59,347,214,620
265,942,868,648,424,513,988,591,617,752,903,56,991,880,925,643,140,889,651,308
396,780,979,711,804,869,341,501,913,847,97,529,675,950,392,705,305,389,481,344
445,924,504,691,722,368,749,320,949,716,441,334,650,248,196,314,938,770,141,327
833,70,164,149,568,651,389,772,805,466,658,325,157,678,692,834,375,299,970,624
179,645,189,557,928,172,750,356,106,432,911,113,606,847,147,33,48,766,91,974
339,201,797,947,466,670,117,40,372,591,361,894,314,7,837,693,557,838,626,802
858,266,715,248,555,60,179,771,102,533,155,414,752,216,535,191,611,458,393,365
814,465,870,153,495,428,330,498,434,874,509,647,872,303,550,101,750,826,955,814
168,598,72,879,582,501,321,607,462,685,83,894,142,351,784,785,252,571,125,77
961,300,86,378,462,272,772,581,436,884,198,474,827,999,437,31,549,424,746,979
366,917,807,404,185,830,220,219,397,118,59,218,519,157,407,228,32,398,19,83
604,88,745,457,382,803,958,516,289,872,704,905,799,125,755,943,829,530,574,644
649,177,310,304,670,81,551,493,687,83,542,556,211,753,355,661,128,836,55,708
101,895,85,745,81,427,237,196,254,315,860,539,401,434,69,205,358,442,850,937
361,980,273,976,18,879,720,771,723,395,274,349,678,416,490,770,459,964,590,3
208,902,708,580,593,453,989,106,586,318,595,575,470,673,653,22,236,518,511,915
282,58,518,953,488,957,556,21,984,520,0,655,124,812,115,866,241,432,80,419
747,804,479,958,925,322,471,946,183,484,615,905,427,308,527,989,531,281,359,55
199,647,545,938,510,833,748,990,391,599,814,184,117,934,342,528,656,112,866,298
56,575,1,343,622,482,189,6,45,28,912,96,620,856,692,585,154,291,675,379
870,498,751,729,36,397,854,326,695,457,226,842,328,918,637,71,667,893,104,357
179,569,958,551,456,643,900,308,87,896,853,592,295,333,805,381,716,607,124,688
442,730,904,969,697,925,639,245,896,867,496,400,70,465,707,681,319,64,885,449
187,522,583,701,592,190,346,434,879,602,127,112,448,714,885,30,64,482,523,729
809,385,953,636,659,91,560,32,842,0,17,861,649,508,706,216,784,103,407,531
24,11,982,145,772,507,311,524,492,233,501,105,953,582,331,374,12,695,873,340
332,954,104,519,253,913,614,429,783,461,203,644,34,989,317,531,122,327,19,954
952,866,133,253,204,113,445,528,210,216,89,496,369,710,932,171,834,269,804,355
644,793,536,286,715,181,915,774,732,344,234,651,715,216,554,851,735,802,981,394
783,686,155,463,247,173,242,748,199,826,867,737,81,39,695,652,731,671,178,471
928,509,583,362,112,64,775,341,529,831,486,465,858,852,718,392,224,266,433,459
213,574,455,98,680,477,660,8,976,717,224,200,799,272,570,321,857,886,997,725
66,409,270,787,422,109,171,273,371,405,944,430,677,762,34,124,180,772,917,798
651,632,204,374,830,489,388,845,387,220,138,294,923,67,64,506,612,970,1,72
966,412,349,227,275,871,400,413,553,87,286,765,673,279,181,125,943,539,650,387
839,869,950,684,865,383,530,757,837,754,301,32,633,583,230,413,339,839,854,247
500,630,920,43,593,396,984,846,915,309,507,397,668,774,357,61,292,284,865,610
812,192,786,737,96,418,952,529,711,780,864,437,178,898,661,592,102,838,443,62
152,522,75,705,26,910,197,731,761,469,132,253,7,307,575,338,369,821,394,694
347,724,827,944,717,587,996,310,236,369,719,483,171,934,152,771,623,976,603,771
226,191,468,329,435,692,270,721,593,5,933,737,835,344,926,975,182,325,709,855
875,648,197,28,165,468,143,652,903,428,801,611,385,986,870,99,949,821,557,673
388,44,317,117,918,160,996,358,284,994,330,252,606,200,66,992,953,473,163,26
551,874,924,286,38,613,443,998,46,147,938,830,8,414,414,942,726,579,329,677
382,439,719,500,135,741,768,748,75,955,384,87,16,813,185,160,701,263,684,485
10,936,313,628,291,708,875,839,276,447,713,681,378,338,741,872,871,574,978,272
966,632,899,788,933,223,979,380,552,20,190,62,940,142,828,498,152,731,568,962
510,929,979,329,725,96,931,795,575,106,874,37,389,117,794,76,127,23,834,504
939,830,156,979,111,750,326,955,959,840,970,909,381,354,372,635,703,580,200,283
232,687,611,573,652,201,350,205,535,519,349,163,796,991,319,252,336,256,438,561
807,990,418,296,736,983,551,863,330,489,602,631,120,734,243,416,257,722,716,976
617,988,241,474,542,579,66,875,765,669,844,812,740,5,540,548,680,655,759,712
227,984,77,865,930,877,141,398,341,382,160,8,452,939,114,858,74,402,190,830
26,31,961,555,102,452,917,589,75,435,683,284,124,2,195,55,349,81,376,171
859,168,448,871,51,848,737,805,320,594,894,745,258,495,115,272,939,682,698,923
77,697,240,886,828,305,449,218,257,541,485,179,605,133,652,653,107,248,771,688
418,30,794,859,142,706,934,102,127,854,892,582,168,511,530,472,580,567,367,436
486,259,759,42,33,694,221,311,775,619,607,97,453,485,804,531,843,41,677,999
27,38,988,354,12,961,702,323,213,423,19,22,78,826,198,8,259,944,76,45
839,160,930,337,834,885,960,787,486,759,981,231,40,773,172,749,602,821,961,247
757,730,537,581,779,140,935,553,527,887,963,32,856,728,354,217,112,841,91,13
357,899,76,582,153,406,18,50,457,984,352,861,635,930,23,217,30,229,862,681
6,670,957,894,765,811,421,220,867,58,415,667,477,56,346,14,54,44,593,35
601,236,829,392,817,298,151,205,626,837,648,794,540,521,259,752,336,854,746,690
216,908,431,135,385,182,370,212,654,990,680,692,981,722,280,867,574,588,681,116
128,179,390,849,369,918,359,278,587,166,988,548,64,996,986,25,646,805,480,28
652,885,748,304,151,272,783,983,382,626,729,685,204,426,778,265,121,316,505,795
791,661,731,855,332,479,26,859,290,396,185,161,594,866,27,58,166,717,259,461
206,74,964,192,372,714,741,732,128,445,144,854,346,307,336,321,548,362,367,951
606,93,604,693,127,873,54,823,144,12,585,631,571,950,837,467,651,266,374,225
514,391,796,696,754,911,45,560,654,531,80,747,490,841,210,908,475,835,491,218
211,99,110,687,931,737,514,633,955,710,635,325,726,981,946,42,834,597,706,206
840,625,121,26,536,42,481,766,442,741,746,584,661,198,392,415,90,135,668,603
288,978,533,833,248,443,791,105,208,965,946,353,845,570,164,896,65,929,900,988
880,895,182,15,747,698,423,236,946,66,17,725,65,504,760,421,503,334,762,541
829,806,542,31,908,985,208,304,923,426,660,460,132,105,268,957,986,185,670,815
955,987,733,90,666,599,120,166,183,368,634,450,591,804,972,536,709,496,357,495
331,432,872,663,854,184,192,507,323,53,515,548,905,814,364,933,325,678,143,786
199,931,437,759,159,228,167,704,143,865,532,989,649,687,986,226,766,955,306,883
387,664,391,917,911,460,593,950,176,390,266,233,208,569,118,739,563,619,138,296
609,372,79,819,283,292,7,673,166,871,850,436,41,16,26,390,16,234,467,891
94,765,934,509,366,186,654,256,376,876,422,274,70,932,719,81,232,985,535,956
621,904,469,519,115,205,22,140,638,56,698,867,499,431,616,703,574,682,165,430
235,753,881,494,174,404,596,724,454,169,949,699,956,621,823,966,536,561,190,758
152,886,48,642,372,48,434,498,342,837,27,92,294,783,692,841,328,262,24,803
106,167,806,518,566,754,21,769,71,53,242,864,78,288,566,201,555,702,317,765
392,43,195,790,292,332,711,809,102,842,712,814,579,852,771,245,393,888,91,672
159,798,340,157,274,490,37,612,806,37,745,679,826,76,988,232,167,670,607,882
541,745,764,585,934,860,965,824,410,287,9,526,94,990,61,952,488,956,596,836
522,108,205,281,797,250,381,404,758,320,140,532,860,426,859,926,393,307,563,716
298,157,201,396,943,770,277,16,998,26,613,261,400,592,787,918,825,152,807,889
904,683,453,293,449,281,226,894,133,814,104,882,665,931,592,533,959,81,419,391
808,15,169,920,788,324,492,22,307,433,295,115,80,967,994,954,258,29,159,848
333,712,520,823,372,549,671,960,98,37,197,191,97,747,70,805,341,588,318,900
772,245,880,739,694,174,553,607,631,911,835,153,262,435,43,706,665,348,793,595
348,713,642,840,233,420,924,919,366,42,22,890,289,549,971,244,451,241,271,343
143,451,313,838,423,519,181,573,807,431,306,290,853,481,398,280,985,860,13,698
2,486,536,364,421,742,855,508,608,157,706,430,51,758,830,250,391,664,333,23
527,277,320,54,605,766,276,612,349,677,0,297,467,259,326,707,922,942,636,608
579,444,408,454,494,502,448,73,978,447,562,336,120,295,281,274,187,638,709,867
55,130,958,813,893,117,200,332,707,174,740,266,52,369,789,144,783,613,775,995
15,429,344,769,410,934,884,166,670,439,337,149,168,13,313,843,743,73,803,610
526,299,968,235,301,96,141,609,567,394,58,25,450,872,317,275,613,289,351,432
763,550,564,919,120,198,269,123,255,68,621,651,427,359,388,176,598,828,156,424
150,574,413,676,974,833,63,764,771,97,709,747,159,7,855,288,236,421,805,506
198,842,204,377,122,520,936,35,924,727,451,240,317,678,1,880,950,124,322,157
728,962,606,478,711,960,410,573,498,871,699,374,94,800,352,720,819,794,768,40
992,211,186,390,384,351,678,647,726,286,948,200,827,549,109,933,240,43,422,141
844,801,792,39,346,693,487,456,45,773,328,554,358,91,498,943,940,664,699,18
554,514,246,806,107,998,197,154,208,793,389,604,694,252,572,149,567,426,958,236
355,237,450,905,831,49,534,360,568,139,616,878,924,971,21,333,841,380,369,791
541,561,105,814,281,86,643,201,434,430,648,872,465,744,231,183,762,35,117,896
280,180,409,161,764,893,154,622,414,526,222,185,435,960,155,166,18,987,592,565
446,554,116,636,417,487,706,187,775,500,363,803,136,222,773,766,304,389,975,357
680,141,740,53,619,101,976,231,527,647,804,189,828,421,465,701,158,133,930,17
320,539,145,791,758,941,340,317,471,655,550,268,210,781,931,408,410,893,432,213
473,937,860,547,697,998,180,850,202,759,713,677,810,151,522,393,643,981,409,91
306,531,879,752,885,129,233,210,962,696,686,715,441,800,877,683,79,504,987,193
583,887,192,706,222,735,825,512,634,475,966,403,242,140,405,795,645,631,83,580
42,494,70,178,365,534,600,496,365,91,58,984,681,578,385,449,35,587,568,924
492,328,959,227,721,971,509,83,123,275,307,712,970,71,66,351,350,464,448,656
450,757,317,422,455,83,407,98,211,893,884,51,662,673,299,534,284,637,206,467
973,244,665,730,599,245,216,589,384,172,772,696,575,494,225,778,579,57,433,492
60,157,146,16,344,838,133,666,522,198,252,478,946,940,692,412,648,747,28,459
781,907,544,448,624,148,264,371,825,545,280,236,243,786,539,928,871,340,347,944
451,197,631,296,336,911,760,242,663,833,328,219,462,21,967,217,487,909,438,611
0,565,89,56,948,952,932,91,768,896,244,743,942,387,840,920,208,957,828,114
585,813,58,883,888,857,113,84,399,144,5,736,213,293,828,115,28,980,82,151
957,625,372,374,780,633,362,899,308,55,767,241,276,161,531,380,350,446,910,995
778,249,979,128,590,756,49,732,280,483,829,551,83,462,145,500,317,687,615,505
94,411,867,451,990,773,781,420,927,164,559,350,643,38,66,29,716,405,360,922
385,775,216,199,574,308,291,701,681,616,124,254,305,685,113,180,957,684,909,572
